Attributes,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Symbols,ARKQ.US,BATT.US,TAN.US,CNXT.US,CORN.US,FUTY.US,CRUZ.US,DBEM.US,COPX.US,FRDM.US,GCLN.US,GAMR.US,GBF.US,GCOW.US,INCO.US,TEMP.US,THCX.US,TFI.US,TPHD.US,UGA.US,UNG.US,URTH.US,VEGN.US,WUGI.US,XSD.US,PSI.US,XLP.US,CRPT.US,PPTY.US,IHE.US,DAT.US,ARKQ.US,BATT.US,TAN.US,CNXT.US,CORN.US,FUTY.US,CRUZ.US,DBEM.US,COPX.US,FRDM.US,GCLN.US,GAMR.US,GBF.US,GCOW.US,INCO.US,TEMP.US,THCX.US,TFI.US,TPHD.US,UGA.US,UNG.US,URTH.US,VEGN.US,WUGI.US,XSD.US,PSI.US,XLP.US,CRPT.US,PPTY.US,IHE.US,DAT.US,ARKQ.US,BATT.US,TAN.US,CNXT.US,CORN.US,FUTY.US,CRUZ.US,DBEM.US,COPX.US,FRDM.US,GCLN.US,GAMR.US,GBF.US,GCOW.US,INCO.US,TEMP.US,THCX.US,TFI.US,TPHD.US,UGA.US,UNG.US,URTH.US,VEGN.US,WUGI.US,XSD.US,PSI.US,XLP.US,CRPT.US,PPTY.US,IHE.US,DAT.US,ARKQ.US,BATT.US,TAN.US,CNXT.US,CORN.US,FUTY.US,CRUZ.US,DBEM.US,COPX.US,FRDM.US,GCLN.US,GAMR.US,GBF.US,GCOW.US,INCO.US,TEMP.US,THCX.US,TFI.US,TPHD.US,UGA.US,UNG.US,URTH.US,VEGN.US,WUGI.US,XSD.US,PSI.US,XLP.US,CRPT.US,PPTY.US,IHE.US,DAT.US,ARKQ.US,BATT.US,TAN.US,CNXT.US,CORN.US,FUTY.US,CRUZ.US,DBEM.US,COPX.US,FRDM.US,GCLN.US,GAMR.US,GBF.US,GCOW.US,INCO.US,TEMP.US,THCX.US,TFI.US,TPHD.US,UGA.US,UNG.US,URTH.US,VEGN.US,WUGI.US,XSD.US,PSI.US,XLP.US,CRPT.US,PPTY.US,IHE.US,DAT.US
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334403.82397898,,,,
2005-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816766.46651069,,,,
2005-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3465163.30404,,,,
2005-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529488.52355755,,,,
2005-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343174.33040191,,,,
2005-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661413.20549803,,,,
2005-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254128.69391101,,,,
2005-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550856.55585538,,,,
2005-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483870.53281392,,,,
2005-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996505.56848282,,,,
2005-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638531.19862634,,,,
2005-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543456.02910379,,,,
2005-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445231.22460036,,,,
2005-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922523.62408493,,,,
2005-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3080756.7431302,,,,
2005-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362080.25267604,,,,
2005-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3344194.4032757,,,,
2005-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701277.48443179,,,,
2005-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329335.60902907,,,,
2005-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363311.30768789,,,,
2005-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681961.8465012,,,,
2005-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287691.67478578,,,,
2005-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228232.93457209,,,,
2005-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619360.60966514,,,,
2005-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921431.49373259,,,,
2005-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879649.64887841,,,,
2005-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710734.50176329,,,,
2005-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682030.8218158,,,,
2005-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099936.498547,,,,
2005-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512565.0463058,,,,
2005-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287481.7467146,,,,
2005-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,16.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600316.77678012,,,,
2005-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778132.22854017,,,,
2005-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507021.26256711,,,,
2005-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151720.9188846,,,,
2005-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4367007.4348328,,,,
2005-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2744977.8692368,,,,
2005-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290973.13608588,,,,
2005-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712512.12897562,,,,
2005-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908553.07639288,,,,
2005-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539829.7712674,,,,
2005-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080824.7043961,,,,
2005-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,16.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597165.11370202,,,,
2005-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226791.951489,,,,
2005-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178917.6825803,,,,
2005-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681277.40370807,,,,
2005-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470034.85358691,,,,
2005-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070620.3532486,,,,
2005-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370570.88168277,,,,
2005-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995136.60286009,,,,
