Attributes,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Symbols,ARKQ.US,BATT.US,TAN.US,CNXT.US,CORN.US,FUTY.US,CRUZ.US,DBEM.US,COPX.US,FRDM.US,GCLN.US,GAMR.US,GBF.US,GCOW.US,INCO.US,TEMP.US,THCX.US,TFI.US,TPHD.US,UGA.US,UNG.US,URTH.US,VEGN.US,WUGI.US,XSD.US,PSI.US,XLP.US,CRPT.US,PPTY.US,IHE.US,DAT.US,ARKQ.US,BATT.US,TAN.US,CNXT.US,CORN.US,FUTY.US,CRUZ.US,DBEM.US,COPX.US,FRDM.US,GCLN.US,GAMR.US,GBF.US,GCOW.US,INCO.US,TEMP.US,THCX.US,TFI.US,TPHD.US,UGA.US,UNG.US,URTH.US,VEGN.US,WUGI.US,XSD.US,PSI.US,XLP.US,CRPT.US,PPTY.US,IHE.US,DAT.US,ARKQ.US,BATT.US,TAN.US,CNXT.US,CORN.US,FUTY.US,CRUZ.US,DBEM.US,COPX.US,FRDM.US,GCLN.US,GAMR.US,GBF.US,GCOW.US,INCO.US,TEMP.US,THCX.US,TFI.US,TPHD.US,UGA.US,UNG.US,URTH.US,VEGN.US,WUGI.US,XSD.US,PSI.US,XLP.US,CRPT.US,PPTY.US,IHE.US,DAT.US,ARKQ.US,BATT.US,TAN.US,CNXT.US,CORN.US,FUTY.US,CRUZ.US,DBEM.US,COPX.US,FRDM.US,GCLN.US,GAMR.US,GBF.US,GCOW.US,INCO.US,TEMP.US,THCX.US,TFI.US,TPHD.US,UGA.US,UNG.US,URTH.US,VEGN.US,WUGI.US,XSD.US,PSI.US,XLP.US,CRPT.US,PPTY.US,IHE.US,DAT.US,ARKQ.US,BATT.US,TAN.US,CNXT.US,CORN.US,FUTY.US,CRUZ.US,DBEM.US,COPX.US,FRDM.US,GCLN.US,GAMR.US,GBF.US,GCOW.US,INCO.US,TEMP.US,THCX.US,TFI.US,TPHD.US,UGA.US,UNG.US,URTH.US,VEGN.US,WUGI.US,XSD.US,PSI.US,XLP.US,CRPT.US,PPTY.US,IHE.US,DAT.US
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-09,,,15.942,,40.25,,,18.3314,29.2975,,,,97.1083,,20.092,,,40.3679,,58.24,87.8,50.9808,,,23.1364,4.76278,31.1839,,,83.7902,,,,16.313,,40.37,,,18.3817,29.4286,,,,97.1959,,20.111,,,40.3828,,58.34,88.64,51.0561,,,23.2631,4.76611,31.3012,,,84.1838,,,,14.025,,39.08,,,17.8047,28.4536,,,,96.9998,,20.045,,,40.3051,,57.4,86.88,50.6784,,,22.561,4.71941,31.0764,,,83.6326,,,,14.088,,39.08,,,18.3817,28.4536,,,,96.9998,,20.045,,,40.354,,57.6,88.52,50.844,,,22.6209,4.71941,31.2717,,,83.7297,,,,644919.0,,60328.0,,,2921.0529470538,26996.0489172,,,,4162.2538830855,,322.0,,,159944.14381243,,59740.0,979264.0,2439.9823943888,,,201535.22654095,12560.129440108,8498817.4492441,,,11261.080598104,
2013-04-10,,,15.817,,40.58,,,18.3314,29.1753,,,,96.8045,,20.175,,,40.342,,56.78,89.08,51.6064,,,23.6091,4.84093,31.4177,,,84.7993,,,,15.985,,41.42,,,18.4124,29.6594,,,,96.8642,,20.175,,,40.358,,57.62,90.64,51.6064,,,23.6091,4.84093,31.465,,,84.8171,,,,15.641,,39.88,,,18.3314,29.1753,,,,96.7945,,20.129,,,40.2912,,56.57,88.6,51.6064,,,23.2631,4.84093,31.2253,,,84.0786,,,,15.88,,40.45,,,18.358,29.6339,,,,96.8642,,20.129,,,40.325,,57.6,89.2,51.6064,,,23.2631,4.84093,31.2313,,,84.2214,,,,298290.0,,112706.0,,,3380.567166722,35143.947317664,,,,1174.5868411023,,630.0,,,127091.64676633,,47473.0,1887645.0,180.5526451408,,,237145.39218276,308.11284340813,9412591.8619269,,,13081.093982711,
2013-04-11,,,15.685,,40.63,,,18.1219,29.0941,,,,96.9608,,20.12,,,40.322,,56.22,90.56,52.1715,,,23.4674,4.8376,31.5735,,,85.4178,,,,15.967,,41.11,,,18.1219,29.3513,,,,96.9908,,20.148,,,40.339,,56.72,91.16,52.1715,,,23.6639,4.8376,31.6848,,,85.7132,,,,15.542,,40.56,,,18.0942,29.0433,,,,96.8045,,20.101,,,40.2532,,55.86,88.2,51.7095,,,23.3867,4.81906,31.4275,,,84.8736,,,,15.623,,40.72,,,18.0942,29.3513,,,,96.8045,,20.101,,,40.322,,56.72,89.04,51.9434,,,23.3867,4.81906,31.4896,,,84.8736,,,,102689.0,,18732.0,,,2584.0083762399,2464.412041305,,,,1898.4134329269,,986.0,,,102480.61152997,,33070.0,1583999.0,260965.14471214,,,164216.3024228,948.50424343288,7674769.0996691,,,42827.8205044,
2013-04-12,,,15.517,,41.19,,,17.6743,28.5543,,,,97.3404,,,,,40.358,,55.23,92.4,51.8165,,,23.3368,4.77801,31.6848,,,85.5496,,,,15.737,,41.2,,,17.6743,28.9396,,,,97.3603,,,,,40.4058,,55.68,92.6,51.9772,,,23.4186,4.77801,31.6967,,,85.5684,,,,15.421,,39.08,,,17.6743,28.3754,,,,97.0296,,,,,40.325,,54.7,91.12,51.8165,,,23.0636,4.7757,31.4452,,,85.1303,,,,15.542,,40.02,,,17.6743,28.9396,,,,97.1083,,,,,40.342,,55.36,91.52,51.9772,,,23.3668,4.7757,31.4492,,,85.393,,,,161487.0,,36631.0,,,492.9150329921,10401.659454006,,,,186539.4491727,,,,,158496.67188065,,58324.0,1531949.0,1404.0742013184,,,238402.89401922,1404.632080243,7430298.2047143,,,12632.143896153,
2013-04-15,,,14.696,,39.76,,,17.3661,26.0596,,,,97.4838,,19.879,,,40.3679,,54.02,90.32,50.501,,,22.7704,4.68795,31.177,,,84.0212,,,,15.412,,40.57,,,17.5182,27.8346,,,,97.4838,,19.888,,,40.4018,,55.19,92.6,51.7868,,,23.2231,4.76278,31.6928,,,85.5862,,,,14.608,,39.68,,,17.3661,26.0137,,,,97.3115,,19.879,,,40.2872,,54.02,89.76,50.501,,,22.7165,4.68795,31.177,,,84.0212,,,,15.412,,40.27,,,17.5014,27.8346,,,,97.3803,,19.888,,,40.3679,,55.0,92.4,51.7868,,,23.1603,4.68795,31.6306,,,85.4554,,,,215882.0,,63040.0,,,1105.2632772636,60579.542801241,,,,23362.231093411,,687.0,,,201714.19142919,,74012.0,1064333.0,2149.4842837712,,,388994.25429521,21199.37191214,14452219.767489,,,675427.74988548,
2013-04-16,,,15.146,,40.56,,,17.6645,26.6806,,,,97.3703,,20.333,,,40.339,,55.09,91.0,51.3873,,,23.2681,4.74658,31.7608,,,85.2175,,,,15.324,,40.69,,,17.6901,27.0376,,,,97.3952,,20.342,,,40.3828,,55.16,91.12,51.423,,,23.2681,4.75946,31.7775,,,85.2175,,,,14.925,,40.03,,,17.6239,26.4479,,,,97.2827,,20.333,,,40.322,,53.97,88.92,51.0978,,,22.8273,4.7128,31.3565,,,84.3434,,,,15.324,,40.2,,,17.6328,26.4479,,,,97.3952,,20.342,,,40.354,,54.21,90.2,51.0978,,,22.937,4.7128,31.4029,,,84.3434,,,,137504.0,,65197.0,,,5993.9277728526,24838.410159045,,,,1981.7388242187,,1291.0,,,143018.8535111,,61339.0,869698.0,1792.4136894704,,,180361.26220521,29400.610832269,13287147.884613,,,32956.971859727,
2013-04-17,,,14.828,,40.77,,,17.2851,25.1101,,,,97.3952,,,,,40.4208,,54.04,91.48,50.0667,,,22.2788,4.56548,31.4896,,,85.6487,,,,15.111,,41.1,,,17.3236,26.086,,,,97.4151,,,,,40.4377,,54.44,91.8,50.0905,,,22.8652,4.68165,31.7046,,,85.7955,,,,14.661,,40.57,,,17.2851,25.0837,,,,97.3503,,,,,40.358,,53.7,90.32,50.0667,,,22.1781,4.55618,31.3791,,,84.7993,,,,14.987,,40.57,,,17.2979,26.086,,,,97.4151,,,,,40.358,,54.38,91.24,50.0905,,,22.8652,4.68165,31.6375,,,85.0402,,,,89595.0,,77216.0,,,1202.4292796604,59064.08278248,,,,4145.1872366764,,,,,93974.331570545,,45365.0,861232.0,237.038388872,,,151233.14749716,9590.7674296159,12542831.135051,,,115306.52425359,
2013-04-18,,,14.792,,40.43,,,17.3058,25.2636,,,,97.4051,,20.807,,,40.4337,,54.63,96.12,50.1748,,,21.848,,31.4275,,,85.3128,,,,14.944,,41.2,,,17.6328,25.5228,,,,97.4549,,20.826,,,40.4865,,54.7,96.36,50.5704,,,22.5161,,31.5813,,,86.0551,,,,14.678,,40.36,,,17.2258,24.9575,,,,97.3703,,20.807,,,40.4018,,53.54,90.88,50.1748,,,21.7433,,31.3328,,,85.05,,,,14.768,,41.14,,,17.2979,25.1101,,,,97.3703,,20.817,,,40.4536,,54.22,91.52,50.5704,,,22.4404,,31.4452,,,86.0551,,,,89192.0,,36126.0,,,5726.7212662614,23304.543743295,,,,7144.9013231837,,924.0,,,107167.09030006,,29361.0,2328732.0,2029.4520783424,,,219581.48096605,,13238856.861734,,,18926.524997351,
2013-04-19,,,15.164,,40.62,,,17.5014,26.086,,,,97.3503,,21.039,,,40.4736,,54.78,96.0,,,,21.7533,4.51284,31.9186,,,86.6369,,,,15.173,,40.83,,,17.5014,26.086,,,,97.4151,,21.039,,,40.5224,,55.01,96.12,,,,21.858,4.51878,31.9561,,,86.6369,,,,14.889,,40.43,,,17.4382,25.6528,,,,97.3305,,20.909,,,40.3858,,54.52,94.92,,,,21.3694,4.45888,31.4748,,,85.6487,,,,15.013,,40.6,,,17.5014,25.78,,,,97.3952,,20.909,,,40.5055,,54.68,95.2,,,,21.7094,4.45888,31.4748,,,85.6805,,,,418238.0,,53352.0,,,617.408973563,24723.881466669,,,,8175.9275503735,,754.0,,,116259.18010574,,30151.0,760133.0,,,,1262414.5170876,12780.641573136,14426195.223977,,,18958.80904852,
2013-04-22,,,15.933,,39.78,,,17.6091,25.6528,,,,97.4151,,21.011,,,40.4736,,54.84,92.92,,,,22.0594,4.57873,31.9935,,,86.8887,,,,16.082,,40.11,,,17.8759,26.2161,,,,97.4251,,21.244,,,40.4925,,54.98,94.0,,,,22.1541,4.57873,32.0576,,,87.0136,,,,15.632,,39.68,,,17.5182,25.4435,,,,97.3503,,21.011,,,40.4208,,54.5,92.72,,,,21.467,4.52809,31.7697,,,86.18,,,,15.985,,40.11,,,17.5933,26.2161,,,,97.3852,,21.011,,,40.4925,,54.88,93.88,,,,21.848,4.52809,31.9659,,,86.8104,,,,218523.0,,40321.0,,,9259.1103117284,25908.026339628,,,,4776.653153816,,727.0,,,163257.37998058,,30043.0,2094510.0,,,,384413.49800416,1017.9806689073,7673901.0740594,,,19853.682591838,
2013-04-23,,,16.567,,38.91,,,17.7158,25.469,,,,97.3852,,21.198,,,40.4576,,53.93,92.12,50.7518,,,22.556,4.66876,32.244,,,87.5637,,,,16.586,,40.0,,,17.8443,25.7535,,,,97.4151,,21.252,,,40.4925,,54.32,94.08,51.0056,,,22.6009,4.67208,32.2529,,,87.7491,,,,15.933,,38.87,,,17.6506,25.3937,,,,97.3703,,20.965,,,40.4208,,53.73,92.08,50.5852,,,22.2299,4.62176,31.8308,,,86.9323,,,,15.933,,39.45,,,17.8443,25.6734,,,,97.4151,,21.151,,,40.4377,,54.04,93.12,51.0056,,,22.2539,4.62176,32.0793,,,87.2594,,,,266393.0,,34843.0,,,5896.7617704558,24802.619942677,,,,7674.9712822453,,567.0,,,136257.96590184,,32625.0,945482.0,1194.2700103168,,,1047427.8315081,2495.1098887758,16940159.637354,,,13171.892876621,
2013-04-24,,,17.027,,39.34,,,17.9095,26.5994,,,,97.3803,,21.225,,,40.4925,,54.66,91.04,51.2891,,,22.7794,4.68795,31.7293,,,86.3098,,,,17.134,,39.4,,,17.9095,26.6532,,,,97.4549,,21.244,,,40.4925,,54.68,93.2,51.2891,,,22.8273,4.68795,32.1977,,,87.7828,,,,16.523,,39.03,,,17.8196,26.0596,,,,97.3305,,21.198,,,40.3858,,53.86,90.76,51.2138,,,22.4882,4.67208,31.6967,,,86.3098,,,,16.523,,39.4,,,17.8196,26.0596,,,,97.4151,,21.198,,,40.4377,,53.98,93.2,51.2138,,,22.6637,4.6754,32.103,,,87.7828,,,,277316.0,,16155.0,,,1597.1661643974,17098.52022517,,,,8724.0680762213,,2072.0,,,114634.15964179,,47111.0,1337905.0,6162.998110672,,,553756.075856,2232.3077576334,38566470.115998,,,32957.980736326,
2013-04-25,,,17.159,,39.58,,,17.9905,27.4747,,,,97.3305,,21.225,,,40.3709,,55.61,90.52,53.6288,,,23.0776,4.7499,31.8308,,,86.5478,,,,17.426,,39.74,,,17.9994,27.682,,,,97.3503,,21.318,,,40.4925,,55.74,92.64,53.6288,,,23.2191,4.7499,31.9186,,,86.9065,,,,16.974,,39.3,,,17.9184,26.9877,,,,97.2915,,21.225,,,40.3709,,54.75,90.24,51.9335,,,22.952,4.6946,31.7204,,,85.9639,,,,17.08,,39.52,,,17.9905,27.2429,,,,97.2915,,21.234,,,40.4736,,54.78,90.4,51.9335,,,22.952,4.73993,31.9028,,,86.6033,,,,91624.0,,14515.0,,,2325.9111823734,17028.984947656,,,,10200.834950803,,754.0,,,185326.56221964,,56226.0,1763434.0,4902.155616672,,,91637.187256885,2549.4827434948,15676536.426323,,,14794.166447823,
2013-04-26,,,17.38,,39.27,,,17.5182,26.9124,,,,97.5227,,21.206,,,40.4576,,55.9,91.64,51.0978,,,22.8273,4.67873,31.8249,,,86.976,,,,17.611,,39.64,,,17.7949,27.2683,,,,97.5615,,21.206,,,40.4925,,56.11,92.0,52.8654,,,23.0118,4.68465,31.9186,,,86.976,,,,17.214,,39.15,,,17.3483,26.8586,,,,97.445,,20.984,,,40.4058,,55.36,88.4,50.8152,,,22.7754,4.67208,31.7529,,,86.1989,,,,17.319,,39.31,,,17.7237,27.2683,,,,97.445,,20.984,,,40.4377,,55.53,90.48,50.8152,,,22.933,4.6754,31.7529,,,86.4863,,,,186216.0,,75366.0,,,10090.082061393,19603.835370896,,,,2423.4637901034,,2722.0,,,109402.99808656,,26581.0,1567982.0,5733.3029887168,,,65537.505998705,5183.5454832193,12182962.522393,,,17530.239784327,
2013-04-29,,,18.141,,41.84,,,17.8383,26.9124,,,,97.4838,,21.644,,,40.4208,,55.93,94.68,51.3496,,,23.1204,4.72805,31.9265,,,87.1603,,,,18.245,,41.98,,,17.8383,27.0894,,,,97.671,,21.68,,,40.5384,,56.0,94.96,51.3724,,,23.2032,4.72805,31.9659,,,87.4675,,,,17.663,,40.15,,,17.8127,26.7276,,,,97.4549,,21.318,,,40.4058,,55.63,92.8,51.1454,,,22.8791,4.72805,31.8022,,,87.0651,,,,17.84,,40.15,,,17.8127,26.7276,,,,97.6024,,21.318,,,40.4736,,55.7,93.0,51.1454,,,22.8791,4.72805,31.9186,,,87.1167,,,,455940.0,,171062.0,,,663.9676830448,11514.22389423,,,,9717.9492494617,,6244.0,,,230567.33255569,,39305.0,1886860.0,715.1498625968,,,78935.817033037,948.50424343288,8603581.8532296,,,39768.906656215,
2013-04-30,,,18.0,,41.49,,,17.864,27.1657,,,,97.4749,,22.227,,,40.4228,,55.17,93.88,51.9306,,,23.4396,4.75547,31.8574,,,86.7311,,,,18.149,,42.13,,,18.0063,27.1657,,,,97.71,,22.32,,,40.5094,,55.86,95.0,51.9306,,,23.4496,4.75547,31.9304,,,87.082,,,,17.84,,41.38,,,17.7386,26.4968,,,,97.445,,21.858,,,40.4228,,55.04,93.4,51.5608,,,23.0895,4.71874,31.7332,,,86.3415,,,,18.008,,42.13,,,17.7386,26.7276,,,,97.71,,21.858,,,40.4935,,55.86,94.64,51.5608,,,23.1424,4.71874,31.89,,,87.082,,,,300427.0,,113796.0,,,9474.6973795463,4493.206020537,,,,35406.263856406,,1753.0,,,106980.51387642,,34137.0,868894.0,306.6368945408,,,170048.54379512,2232.3077576334,14589709.548198,,,51316.508208437,
2013-05-01,,,17.611,,41.1,,,17.7633,26.7549,,,,97.8116,,21.94,,,40.5553,,53.82,93.44,51.423,,,23.1304,4.6754,31.8308,,,84.8884,,,,18.238,,41.37,,,17.7633,26.884,,,,97.9091,,22.292,,,40.5723,,54.32,96.0,51.423,,,23.4954,4.70055,32.0656,,,86.295,,,,17.567,,40.6,,,17.7633,26.4723,,,,97.681,,21.912,,,40.5055,,53.35,93.24,51.423,,,23.0835,4.6754,31.7875,,,84.8637,,,,18.114,,40.87,,,17.7633,26.6806,,,,97.8116,,22.043,,,40.5055,,54.2,94.8,51.423,,,23.4186,4.70055,31.8249,,,86.295,,,,355849.0,,91175.0,,,244.9392977086,9796.29350859,,,,39172.97311095,,981.0,,,117320.45890256,,70093.0,1158460.0,133.1449673664,,,381438.21255854,634.34997172264,9709265.979295,,,31769.524102697,
2013-05-02,,,18.008,,41.86,,,17.949,26.9124,,,,97.8215,,22.302,,,40.5912,,54.96,87.64,52.4778,,,23.4904,4.73328,31.9481,,,85.8043,,,,18.087,,41.94,,,17.949,26.9603,,,,97.8613,,22.302,,,40.5912,,55.09,93.28,52.4778,,,23.5233,4.73328,32.0576,,,85.9183,,,,17.256,,41.15,,,17.8512,26.5515,,,,97.701,,22.302,,,40.5254,,53.68,86.92,52.228,,,23.1364,4.69128,31.7293,,,85.2879,,,,17.574,,41.48,,,17.9095,26.6278,,,,97.8414,,22.302,,,40.5254,,53.68,93.24,52.228,,,23.2909,4.69128,31.8387,,,85.5079,,,,146785.0,,31827.0,,,2366.3970167054,31230.54280228,,,,17290.520653251,,173.0,,,204880.97513578,,46688.0,3764780.0,3221.7047406688,,,284677.75825022,8651.3253286363,11813174.486236,,,18430.15771064,
2013-05-03,,,17.894,,41.62,,,18.0231,27.991,,,,97.3852,,22.292,,,40.5055,,55.87,87.76,52.7713,,,24.003,4.83462,32.0872,,,86.0829,,,,18.291,,42.28,,,18.1624,28.0937,,,,97.4549,,22.572,,,40.5384,,56.2,87.92,54.8413,,,24.1316,4.84093,32.1977,,,86.6429,,,,17.848,,41.51,,,18.0231,27.373,,,,97.2915,,22.292,,,40.4377,,55.44,86.52,50.7458,,,23.8015,4.82834,31.9857,,,86.0135,,,,18.167,,42.28,,,18.1624,27.373,,,,97.3952,,22.292,,,40.5384,,55.51,87.0,50.7458,,,23.8045,4.84093,32.1217,,,86.6429,,,,195960.0,,47771.0,,,31664.983176916,32759.296329978,,,,39197.067199998,,9587.0,,,81251.023197282,,84201.0,1389557.0,3403.2660598048,,,434698.52957489,5428.2233294551,16502260.998249,,,36386.143419748,
2013-05-06,,,18.06,,40.18,,,18.1624,28.0683,,,,97.2727,,22.163,,,40.4058,,56.7,87.04,53.2997,,,24.3161,4.87504,31.8544,,,85.5585,,,,18.087,,40.47,,,18.1703,28.0937,,,,97.3852,,22.163,,,40.5553,,56.86,87.64,54.1126,,,24.4677,4.88492,32.0656,,,86.0393,,,,17.787,,39.93,,,18.0784,27.7055,,,,97.1661,,22.163,,,40.3858,,55.82,86.08,53.1916,,,24.0957,4.85318,31.817,,,85.5585,,,,17.865,,40.34,,,18.0784,27.8864,,,,97.3215,,22.163,,,40.4736,,55.94,86.48,54.0284,,,24.1017,4.85613,32.0656,,,86.0393,,,,174897.0,,109907.0,,,1431.1742436362,32586.480713803,,,,127523.98981014,,863.0,,,191435.43544521,,43067.0,1014870.0,2904.981106176,,,888534.35185087,16314.877129876,18670325.318563,,,30159.357050684,
2013-05-07,,,17.513,,40.29,,,18.2592,27.9128,,,,97.2249,,22.637,,,40.4416,,56.1,85.2,53.4256,,,24.1735,4.85052,32.0961,,,85.621,,,,18.078,,40.56,,,18.2592,28.3754,,,,97.2437,,22.637,,,40.4955,,56.71,86.36,53.4256,,,24.4677,4.85613,32.103,,,85.7865,,,,17.293,,39.89,,,17.5686,27.7329,,,,97.1561,,22.433,,,40.346,,56.05,84.64,53.4256,,,24.026,4.85052,31.8594,,,85.2731,,,,18.043,,40.14,,,18.0656,27.8101,,,,97.1661,,22.433,,,40.3729,,56.6,86.12,53.4256,,,24.4677,4.85052,31.9186,,,85.7419,,,,196156.0,,53791.0,,,1750.0001890007,17816.369707741,,,,13984.610851756,,322.0,,,160120.68924554,,19594.0,1277428.0,509.380367576,,,210751.89271239,4473.6776577202,10474646.546572,,,54218.037307177,
2013-05-08,,,17.699,,39.86,,,18.3155,28.3225,,,,97.2348,,22.507,,,40.4776,,56.66,86.0,53.6417,,,24.5226,,32.1345,,,85.4009,,,,17.716,,40.23,,,18.3393,28.3998,,,,97.3215,,22.628,,,40.4955,,56.92,86.2,54.0036,,,24.5285,,32.1415,,,85.8232,,,,17.39,,39.53,,,18.2503,27.7329,,,,97.1372,,22.47,,,40.3729,,56.08,85.08,53.6417,,,24.1126,,32.0182,,,85.1848,,,,17.461,,40.1,,,18.2503,27.7573,,,,97.2348,,22.47,,,40.4416,,56.11,85.8,54.0036,,,24.1126,,32.0872,,,85.5942,,,,115347.0,,53738.0,,,6031.3771696097,7487.313264081,,,,79003.514068841,,12380.0,,,119312.61361947,,30751.0,608079.0,745.4100824528,,,261224.4464868,,8510172.7655724,,,42686.57778054,
2013-05-09,,,17.856,,40.55,,,18.2266,28.1182,,,,97.2627,,22.163,,,40.4247,,57.02,85.92,54.2802,,,24.6392,4.92169,31.9107,,,85.5327,,,,18.177,,40.8,,,18.2829,28.5005,,,,97.3503,,22.433,,,40.5094,,57.26,86.84,55.1695,,,24.7549,4.92169,32.1819,,,85.9025,,,,17.592,,39.77,,,18.2098,28.0419,,,,97.2049,,22.08,,,40.3729,,56.24,83.84,53.1827,,,24.4637,4.90051,31.8308,,,85.3494,,,,17.645,,39.82,,,18.2177,28.5005,,,,97.2049,,22.433,,,40.4416,,56.3,85.64,55.1695,,,24.4637,4.91638,32.1129,,,85.4099,,,,93094.0,,97429.0,,,7634.6162091569,8121.311382591,,,,12720.6750971,,22359.0,,,212677.06096652,,82340.0,1435383.0,572129.97681739,,,142272.19342165,17535.245646904,16539621.591166,,,277709.42590196,
2013-05-10,,,19.033,,39.78,,,18.2355,28.1661,,,,96.8144,,22.172,,,40.325,,56.6,84.6,54.1543,,,25.0152,4.94983,32.036,,,87.1504,,,,19.059,,40.47,,,18.2355,28.1935,,,,97.1661,,22.292,,,40.5055,,56.87,86.44,54.1543,,,25.0351,4.94983,32.0576,,,87.3605,,,,18.035,,39.25,,,18.1624,27.682,,,,96.7358,,22.163,,,40.308,,55.83,84.44,52.5304,,,24.7589,4.94983,31.8476,,,85.5862,,,,18.035,,40.43,,,18.1624,27.8864,,,,97.1661,,22.208,,,40.4576,,56.22,85.84,52.5304,,,24.7867,4.94983,31.8476,,,85.6963,,,,418743.0,,70522.0,,,1006.0729831502,9060.03762903,,,,30229.046472163,,8785.0,,,82663.386662242,,44191.0,837168.0,734.3146685056,,,91066.598305569,308.11284340813,10670529.302406,,,49049.56249047,
2013-05-13,,,19.746,,40.82,,,18.0142,27.8864,,,,96.677,,22.172,,,40.358,,56.04,84.8,54.3575,,,24.8526,4.90645,32.0872,,,88.5114,,,,20.128,,41.0,,,18.2177,27.991,,,,96.7846,,22.292,,,40.358,,56.48,85.92,54.4656,,,25.0202,4.91638,32.2026,,,88.5114,,,,19.298,,40.01,,,18.0073,27.8101,,,,96.677,,21.94,,,40.2732,,55.71,84.48,53.4038,,,24.8237,4.90645,31.9481,,,87.2336,,,,19.431,,40.01,,,18.1219,27.991,,,,96.6959,,22.292,,,40.308,,55.98,85.32,54.2217,,,24.9523,4.91638,32.0024,,,87.3516,,,,558332.0,,61385.0,,,4933.1989133542,3823.4176856595,,,,7576.5870852983,,2314.0,,,126589.09414136,,19003.0,658453.0,3939.8806252512,,,25042.737928325,2410.529892546,10049807.839507,,,81406.252773789,
2013-05-14,,,19.492,,40.81,,,18.0142,27.4248,,,,96.5853,,22.163,,,40.2412,,56.28,86.68,53.3839,,,25.0351,4.9283,32.4698,,,89.6711,,,,19.65,,40.85,,,18.0656,27.7329,,,,96.8543,,22.377,,,40.4058,,56.48,87.04,54.8482,,,25.054,4.94121,32.4758,,,89.7532,,,,19.208,,40.5,,,17.8601,27.2429,,,,96.5465,,22.144,,,40.2412,,55.98,85.84,53.3839,,,24.9523,4.9283,32.0714,,,88.5689,,,,19.298,,40.6,,,17.9905,27.7329,,,,96.7846,,22.227,,,40.308,,56.04,86.28,54.8482,,,24.9523,4.9283,32.0714,,,88.5689,,,,301324.0,,48575.0,,,3581.9841925237,37436.566320405,,,,9563.345511402,,57596.0,,,168764.39377507,,28100.0,613905.0,10771.629594741,,,19440.13604607,3588.6084114594,9473485.4809229,,,35941.228839586,
2013-05-15,,,20.128,,40.34,,,17.8907,26.9349,,,,96.7158,,22.414,,,40.325,,56.94,88.0,,,,25.2565,4.97532,32.7942,,,90.0378,,,,20.604,,40.8,,,17.9994,27.2429,,,,96.7447,,22.414,,,40.325,,56.94,88.12,,,,25.3403,4.97828,32.8416,,,90.5363,,,,19.95,,40.26,,,17.8759,26.7276,,,,96.5365,,22.414,,,40.2412,,54.91,87.32,,,,25.045,4.92169,32.4244,,,89.6522,,,,19.969,,40.46,,,17.8759,27.0141,,,,96.6431,,22.414,,,40.308,,56.16,87.76,,,,25.069,4.92169,32.4531,,,89.6799,,,,415547.0,,31516.0,,,10368.422172425,10309.627469061,,,,3855.0542477203,,215.0,,,116262.1894029,,56809.0,761994.0,,,,118409.74230475,16453.829980825,15069973.110109,,,31819.967932647,
2013-05-16,,,19.827,,39.73,,,17.9184,26.8312,,,,96.8932,,22.553,,,40.358,,57.02,85.2,55.1248,,,25.093,4.96307,32.5931,,,88.6947,,,,20.666,,40.27,,,18.6811,27.1148,,,,96.951,,22.553,,,40.3858,,57.67,87.24,55.1248,,,25.3821,5.0094,32.7716,,,89.782,,,,19.802,,39.65,,,17.8383,26.6278,,,,96.7447,,22.423,,,40.2732,,56.82,84.56,53.3096,,,25.079,4.95311,32.5399,,,88.6689,,,,20.534,,40.2,,,18.113,26.9124,,,,96.7447,,22.423,,,40.308,,56.82,87.16,54.4656,,,25.1358,4.95311,32.7105,,,89.782,,,,310308.0,,68327.0,,,21609.314074705,3356.099717661,,,,8383.7390684147,,1063.0,,,94357.51540834,,32827.0,1440094.0,3483.9599794208,,,93111.292280496,5253.0219086936,11966251.208121,,,18087.139666978,
